koi_disposition,koi_pdisposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad
FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0.843400322,131.57039,0.489,1.7606,4.37E+01,0.65,1941,3371.24,23.8,5982,4.493,0.96
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,17.04215521,142.4257555,0.455,7.80412,5.52E+04,24.93,760,78.98,2046.2,6197,4.449,1.035
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,0.874236216,131.7986,0.2375,2.352,5.84E+01,3.46,6177,344046.45,11.1,10894,3.667,4.378
CANDIDATE,CANDIDATE,0,0,0,0,1.75173647,132.2995,0.6637,5.122,6.84E+01,3.86,4900,136315.31,10.2,10894,3.667,4.378
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.60886299,132.0506751,1.294,1.27896,2.02E+03,158.5,3651,42225.89,457.8,5022,3.311,4.167
FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,4.43529675,134.7488,0.353,2.117,1.82E+02,1.15,1026,261.33,9.6,5659,4.511,0.842
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0.88512187,131.8821,0.766,3.349,1.36E+02,1.05,1659,1797.86,9.9,5392,4.521,0.819
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.734221252,132.833439,0.553,2.4577,2.90E+05,42.06,1114,363.79,542.2,4765,4.584,0.702
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,5.776764285,131.5421677,0.88,6.99715,1.54E+05,117.51,1542,1336.82,3033.4,6263,3.875,2.072
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.26227317,132.0407385,1.247,3.30141,7.34E+03,369.2,3790,48665.04,1159.9,4927,2.882,9.356
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.76757669,131.819082,0.821,2.04757,1.58E+05,34.23,1530,1294.42,431.3,5182,4.635,0.627
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,5.860377067,134.8440004,0.526,10.4634,3.62E+05,78.14,1191,475.44,3044.1,6267,4.284,1.158
FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,5.801881299,136.9821453,0.81,4.21133,3.45E+04,62.9,2001,3784.87,3642,7259,3.739,3.009
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,4.00770453,134.8009815,0.835,5.50884,1.69E+05,92.08,1699,1969.22,1753.5,7162,4.185,1.631
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,6.099032889,135.5223947,0.891,4.82208,5.54E+04,36.68,1183,462.81,2884,6356,4.297,1.141
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,0.652956712,131.52361,0.26,0.627,5.00E+01,0.76,2146,4984.96,12.7,5812,4.419,1.055
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,13.69179001,133.7914664,0.269,5.64674,9.76E+04,49.2,994,230.66,8326.3,6295,4.158,1.554
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,21.57050843,151.7931354,0.388,13.8604,1.34E+05,63.68,923,171.91,8616.1,6322,4.003,1.692
CANDIDATE,CANDIDATE,0,0,0,0,407.14656,509.257,0.7466,23.26,8.23E+01,1.18,272,1.29,8.2,5845,4.282,1.198
CANDIDATE,CANDIDATE,0,0,0,0,487.83894,606.1226,0.1252,32.77,4.53E+02,3.94,298,1.88,8.8,5421,3.882,1.877
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,14.19984009,135.748091,0.772,5.98531,2.15E+05,85.76,907,159.99,1408.6,5864,4.139,1.414
CANDIDATE,CANDIDATE,0,0,0,0,6.853888,136.5231,0.469,2.561,6.54E+02,1.74,613,33.32,8.2,4199,4.609,0.684
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,2.136834989,133.617975,0.559,4.34882,3.46E+05,66.59,1415,948.25,644.7,5753,4.42,0.989
FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,2.51690133,133.49353,0.093,2.521,5.96E+01,0.97,1430,986.6,10,5403,4.201,1.284
CANDIDATE,CANDIDATE,0,0,0,0,7.34672485,134.5155,0.2525,2.136,1.43E+02,0.97,784,89.33,10.1,5271,4.578,0.821
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,9.296746368,135.6856399,1.623,6.88069,2.14E+05,400.4,1552,1370.16,4407.8,6461,3.67,2.884
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,18.0600782,138.611105,0.328,11.5759,5.90E+04,20.71,618,34.4,1797.6,5330,4.464,0.855
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,18.74072534,135.2072208,0.203,5.19791,1.25E+05,35.61,717,62.46,2964.7,6122,4.471,0.996
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0.93371313,131.5534,0.133,2.971,6.60E+01,0.69,1642,1724.34,8.9,5436,4.548,0.869
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0.93373716,132.46828,0.793,5.015,1.45E+02,1.14,1666,1811.1,16,5390,4.479,0.852
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0.933735579,131.53509,0.565,3.892,3.51E+02,10.28,3696,43890.28,27.1,5016,3.013,5.344
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,58.28819056,135.87642,0.499,21.6014,1.56E+05,42.57,462,10.79,2927.4,5463,4.353,1.044
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,3.989144446,132.572437,0.252,20.7947,6.31E+05,60.26,996,233.19,2055.9,5538,4.555,0.719
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,32.77897303,136.182037,0.496,19.1378,4.10E+05,69.08,588,28.29,2126.1,6122,4.487,0.964
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,28.48710734,132.872485,1.175,3.77887,3.77E+04,116.84,963,202.98,658.2,6351,3.814,2.385
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,8.61733907,139.0692516,0.825,4.05563,1.86E+05,51.79,796,94.74,1542.6,5387,4.482,0.87
FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,2.16146908,131.8342,0.41,3.643,8.48E+01,0.95,1487,1155.45,11.8,6047,4.422,1.013
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,10.26782676,139.1769796,0.277,6.02685,2.47E+05,73.59,1136,393.02,5758.7,6664,4.176,1.44
CANDIDATE,CANDIDATE,0,0,0,0,6.933574,134.558,0.05,2.43,2.77E+02,1.3,829,111.53,8,5510,4.584,0.793
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.057335679,131.792007,0.262,1.5795,4.73E+04,14.59,1276,623.51,476,4664,4.594,0.683
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.149198426,131.817374,1.167,4.1603,3.77E+04,42.03,1690,1922.43,164.2,5858,4.486,0.867
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,2.50012775,131.5829,0.9917,28.2,4.99E+01,1.66,1977,3611.69,17.6,6923,4.12,1.664
CANDIDATE,CANDIDATE,0,0,0,0,0.673141323,131.68751,0.1065,0.921,2.30E+02,1.29,1834,2675.15,10.5,5461,4.552,0.858
CANDIDATE,CANDIDATE,0,0,0,0,8.60965352,134.38829,0.213,2.218,6.32E+01,3.33,1550,1365.41,9.9,5418,3.447,4.233
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.40469182,131.552084,0.597,6.26327,7.02E+05,217.25,2263,6187.57,2651.1,6230,4.043,1.863
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,10.30698279,143.7331641,0.564,11.4277,3.42E+05,81.21,960,200.8,3691.9,5912,4.225,1.217
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.109841858,132.1655985,0.12,8.11952,3.01E+05,177.78,2944,17830.7,2082.6,5788,3.607,3.211
CANDIDATE,CANDIDATE,0,0,0,0,13.8911152,137.3481,0.168,5.062,2.05E+02,1.12,674,48.8,10.3,5472,4.499,0.79
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,7.234965722,134.582307,0.548,7.0245,1.65E+05,34.03,843,119.12,671.3,5653,4.573,0.798
FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,7.45301717,131.77618,0.035,3.685,5.52E+02,37.37,2595,10730.53,18.3,4475,2.329,16.755
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,2.442941283,132.011468,1.164,4.1847,3.73E+04,48.18,1352,788.17,229.7,5780,4.438,1
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,3.684337918,132.61121,1.045,2.1931,7.67E+01,12.52,2481,8964.2,31.4,9609,4.149,2.108
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,11.2570616,140.81576,0,29.059,6.90E+05,162.84,1272,619.07,655.2,6915,4.012,1.875
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,21.85896329,151.2628164,0.969,6.32492,1.17E+05,114.63,925,172.73,2951.2,5923,3.904,2.06
FALSE POSITIVE,FALSE POSITIVE,1,0,1,0,1.461270059,131.78154,1.288,16.467,3.35E+03,26.29,1253,583.36,131,5226,4.651,0.674
FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,9.4022333,134.8876,0.019,2.79,3.16E+02,23.61,2309,6719.57,9.8,4597,2.42,13.874
CANDIDATE,CANDIDATE,0,0,0,0,6.76890076,133.07724,0.15,3.616,1.23E+02,1.24,1017,253.3,10.8,5737,4.327,1.125
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,9.543584955,137.7738831,0.985,3.72007,6.82E+04,77.97,1141,401.55,3442.2,5537,3.837,1.785
CANDIDATE,CANDIDATE,0,0,0,0,1.96134311,132.30563,1.159,11.856,2.08E+02,41.53,2167,5197.02,59.5,6221,3.935,2.198
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,18.61195725,133.8661994,0.952,4.24721,1.25E+05,65.5,829,111.83,2671.7,6492,4.32,1.17
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,0.73240662,131.5735,0.8618,4.33,3.29E+02,3.65,3191,24515.44,15.3,7392,4.135,1.772
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,2.954598,134.3663,1.3662,24.79,3.38E+02,89.95,2148,5028.39,18.1,6955,3.885,2.161
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,0.562006231,132.0289,0.678,3.496,1.42E+01,0.58,2978,18708.86,12.8,6609,4.17,1.455
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,3.21559054,133.5375,1.153,16.261,2.02E+02,18.8,1366,822.2,87.1,6300,4.414,1.036
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,1.547426532,132.8859128,0.947,16.1346,5.33E+02,3.62,1973,3587.69,210.1,6612,4.303,1.264
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,12.8517221,132.8395131,1.15,5.71731,4.25E+04,47.26,781,88.01,1537.8,5838,4.438,0.967
FALSE POSITIVE,FALSE POSITIVE,1,0,1,0,4.2055797,132.1233,0.9883,19.4,1.01E+02,1.8,1345,773.19,71.7,6190,4.261,1.259
CANDIDATE,CANDIDATE,0,0,0,0,486.77832,529.0865,0.1737,15.29,3.71E+02,9.3,409,6.6,10.4,5039,3.295,4.95
CANDIDATE,CANDIDATE,0,0,0,0,28.2682167,135.5505,0.5643,1.355,1.97E+02,1.22,526,18.12,6,5496,4.564,0.838
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,0.957476003,131.91263,0.327,0.6624,4.51E+02,2.47,2138,4953.98,20.2,6312,4.338,1.122
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.559360638,132.53955,0.647,5.4458,2.80E+05,94.2,2234,5905.62,419.9,7002,4.193,1.488
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.57627248,132.0811,,1.75,,,,31519.61,,,,
CANDIDATE,CANDIDATE,0,0,0,0,1.6037058,131.9529,0.729,9.067,3.28E+01,1.54,2492,9138.09,22.4,6400,3.877,2.512
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,2.313367981,133.1999763,1.247,2.42645,1.34E+04,33.55,1180,458.02,733.6,5508,4.598,0.764
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,76.01811375,139.943296,0.788,13.4849,8.07E+04,63.58,652,42.65,604.3,6703,4.018,1.892
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,0.82883944,132.013443,,1.83,,,,,,,,
CANDIDATE,CANDIDATE,0,0,0,0,0.70965042,131.97695,0.145,1.318,2.23E+02,1.49,2036,4086.46,9.4,5618,4.373,1.002
FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,1.574063832,133.05514,1.237,5.6357,1.12E+03,28.63,1619,1622.84,145.3,5951,4.411,0.962
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,2.51989935,133.7109,0.4448,1.55,1.47E+02,1.04,1217,519.13,7.7,5646,4.549,0.841
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,3.867613816,135.3438766,0.553,5.36467,3.41E+05,69.23,1203,494.75,1379.1,5780,4.364,1.046
FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,0.733726452,132.02005,0.291,2.309,1.15E+02,0.86,1867,2891.64,13.8,5855,4.578,0.797
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,36.47311505,159.7666622,1.003,2.91005,1.62E+05,53.1,467,11.24,1899.1,5452,4.594,0.766
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,4.238855579,135.201464,1.031,5.2235,6.80E+04,38.01,1044,280.82,374.8,5655,4.482,0.804
CANDIDATE,CANDIDATE,0,0,0,0,3.62657392,133.57658,0.306,1.791,9.85E+01,0.79,1014,250,10.7,5416,4.579,0.8
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,1.17033848,132.4153,0.1381,11.56,1.73E+01,0.98,3272,27090,13.4,8027,3.997,2.314
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,7.841066931,136.5883392,0.579,5.47901,3.42E+05,56.33,876,139.18,3314.7,5973,4.562,0.829
CANDIDATE,CANDIDATE,0,0,0,0,0.902403563,131.827273,0.8925,1.7129,4.76E+03,6.17,1688,1919.35,220.3,5776,4.599,0.755
CANDIDATE,CANDIDATE,0,0,0,0,8.7998722,136.37744,0.344,1.153,2.70E+02,1.09,577,26.18,7.4,4298,4.603,0.675
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,4.292599454,131.7702811,0.89,4.73293,1.40E+05,64.04,1319,715.83,1329.6,6467,4.377,1.174
CANDIDATE,CANDIDATE,0,0,0,0,6.87778029,133.04176,0.08,3.199,1.24E+02,1.19,1052,289.51,10.1,6274,4.434,1.062
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,2.113197701,132.3310213,0.909,3.46341,5.73E+04,50.13,1825,2624.42,1048.1,6215,4.138,1.463
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,11.02822674,136.96732,0.351,8.275,2.78E+05,75.47,1028,264.14,4680.2,6271,4.199,1.387
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,70.37626987,151.228445,0.944,6.4205,1.16E+05,40.43,373,4.59,759.7,5458,4.603,0.755
CANDIDATE,CANDIDATE,0,0,0,0,12.9489256,142.445,0.0847,2.162,3.31E+02,0.94,416,7.09,7.2,3867,4.734,0.525
FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0.772803664,131.70354,0.199,1.368,2.90E+02,1.11,1365,826.03,8.5,4535,4.607,0.668
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,7.549299761,135.0113297,0.899,2.46338,4.46E+04,18.8,690,53.74,907.2,5085,4.679,0.634
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0.530972263,131.7212,1.079,3.653,4.86E+01,9.32,2373,7495,12.1,6185,4.472,0.991
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.530967171,131.725385,0.84,3.8102,3.78E+05,92.29,2312,6728.14,671.9,5951,4.439,0.991
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.606163631,131.6342249,0.901,4.92516,1.45E+05,130.46,2943,17727.93,1662,8027,3.997,2.314
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,42.03209608,133.581119,0.519,11.6768,3.91E+05,79.17,622,35.34,2164.4,6618,4.393,1.117
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,0.619303759,131.5539456,1.013,6.6038,7.45E+01,4.71,3232,25737.02,3.5,7138,4.137,1.684
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,22.47049437,143.284831,0.86,7.39097,4.60E+04,19.12,518,17.04,2393.2,5315,4.636,0.697
CANDIDATE,CANDIDATE,0,0,0,0,130.235324,218.2719,0.075,5.678,7.50E+02,2.44,332,2.86,9.7,5616,4.529,0.903
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,37.48222388,155.8400132,1.2,4.81451,2.90E+04,114.14,902,156.47,1262.3,6422,3.78,2.415
FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,3.71186243,132.6486,0.469,1.032,5.39E+01,0.95,1406,922.9,7,6302,4.299,1.258
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.077358008,131.600551,0.619,3.6713,3.11E+05,70.64,1925,3242.53,537.4,6100,4.397,1.064
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,3.55643514,133.5696,0.146,8.529,4.58E+01,0.75,1297,669.38,13.4,5831,4.289,1.109
FALSE POSITIVE,FALSE POSITIVE,1,0,1,1,0.5366497,131.71771,0.042,2.887,1.05E+02,0.92,2142,4982.76,10.6,5822,4.529,0.898
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,1.12284501,131.671908,,0.95,,,,42791.46,,,,
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.480324075,131.7556963,0.388,3.20209,4.00E+05,47.81,1313,701.93,1095.9,5260,4.56,0.717
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,12.08353781,139.6155998,0.749,7.90317,4.31E+04,50.33,1310,696.82,3799.5,6770,3.89,2.214
CONFIRMED,CANDIDATE,0,0,0,0,10.692115,141.116,0.734,4.657,4.08E+02,2.71,1008,244.47,9.4,6474,4.311,1.242
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.934926138,132.1779461,0.905,3.1925,1.32E+05,58.67,1957,3455.76,1149.3,5962,4.423,1.078
CANDIDATE,CANDIDATE,0,0,0,0,17.1677675,142.9943,0.4828,2.975,3.35E+02,0.97,370,4.43,7.4,3761,4.724,0.526
CANDIDATE,CANDIDATE,0,0,0,0,8.50207749,132.36121,0.073,3.057,1.17E+02,0.75,679,50.14,10.5,4889,4.57,0.715
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0.93374699,131.52406,1.167,6.168,1.72E+02,103.98,3442,33070.3,25.5,4909,3.136,5.272
FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0.933759404,131.50294,0.712,3.491,1.15E+02,0.99,1763,2289.8,18.9,5766,4.514,0.866
FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0.93373711,131.5293,0.121,3.151,1.29E+01,0.37,2077,4422.99,11.2,6300,4.391,1.025
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,3.0082548,132.68976,,2.38,,,,6114.15,,,,
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,45.43324862,159.870473,0.489,14.242,4.14E+05,77.25,529,18.46,1337,5731,4.359,1.08
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.398890216,132.16558,1.123,4.9641,6.60E+04,57.48,1784,2389.78,204,6134,4.378,1.051
CANDIDATE,CANDIDATE,0,0,0,0,1.322475635,132.66777,1.198,5.307,9.97E+02,14.03,1097,342.59,53.9,4668,4.7,0.548
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,12.31440232,134.2520931,0.506,5.8903,3.94E+05,75.21,864,131.33,2540.6,6247,4.433,1.066
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.691823991,131.57,0.3501,5.965,1.66E+02,1.23,1878,2938.32,18,5226,4.404,0.962
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,25.4318614,135.619194,1.126,5.23771,4.66E+04,43.42,601,30.92,785,5754,4.458,0.9
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,3.98855869,135.129,0.1671,1.467,2.14E+02,2.4,1447,1036.21,10.5,5791,4.057,1.646
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,20.41305242,140.0167643,0.777,4.4621,9.27E+04,35.03,668,47.14,1620.8,5941,4.487,0.963
CANDIDATE,CANDIDATE,0,0,0,0,3.773744,131.8309,0.9606,15.2,8.52E+01,2.44,2001,3791.11,5.7,7302,3.965,2.069
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0.527679032,131.81119,0.284,1.395,8.41E+01,0.79,2115,4714.94,14.8,5799,4.548,0.86
FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0.527673075,131.8234533,0.134,1.3693,2.61E+01,0.42,1970,3535.35,2.3,5367,4.514,0.828
FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,2.44295727,132.00292,1.242,4.0656,1.53E+04,44.35,1352,788.17,85.5,5780,4.438,1
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,3.31587688,131.50648,0.688,3.152,1.86E+02,1.27,1097,342.77,11.4,5385,4.476,0.875
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,49.78861301,175.192714,0.753,7.41807,2.19E+05,32.57,271,1.28,1566.8,3892,4.708,0.542
CANDIDATE,CANDIDATE,0,0,0,0,18.1772927,145.8085,0.039,4.703,2.13E+02,1.5,737,69.62,7.9,6158,4.455,1.026
FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,1.38607973,131.5931,0.0198,8.7,6.46E+01,0.6,1356,798.8,2.8,5261,4.562,0.768
CANDIDATE,CANDIDATE,0,0,0,0,3.09872834,134.39281,0.133,1.89,2.48E+02,0.64,579,26.6,10.1,3628,4.842,0.41
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.648868342,131.842892,1.172,2.82428,3.48E+04,72.32,2882,16368.52,477,6531,4.12,1.524
FALSE POSITIVE,FALSE POSITIVE,1,0,1,0,5.088582739,134.055128,1.195,7.6066,4.49E+02,46.02,1786,2400.3,40.3,7514,4.052,1.955
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,1.1611022,132.2174,,2.48,,,,5175.96,,,,
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,0.792023257,131.92896,0.205,3.2604,1.77E+02,0.81,1300,678.05,49.6,4447,4.632,0.625
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,10.64374377,134.9422857,0.353,6.29783,4.37E+05,47.87,675,49.06,3167.9,5282,4.578,0.694
FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1.7317958,132.8964,0.445,2.924,6.06E+01,1.19,1825,2628.3,10.5,5691,4.095,1.508
FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,8.65298599,136.67132,0.529,1.549,3.14E+02,1.36,734,68.48,12.4,5210,4.538,0.749
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.19563447,131.5506,0.861,5.3934,8.25E+03,14.94,1988,3686.75,105.8,5583,4.115,1.413
FALSE POSITIVE,FALSE POSITIVE,1,0,1,0,0.550537628,131.6623478,0.516,1.216,7.20E+01,1.93,4181,71798.87,4.9,8098,4.013,2.199
CANDIDATE,CANDIDATE,0,0,0,0,19.9310602,145.7465,0.0766,8.48,9.79E+01,2.42,960,201.01,14.2,5500,3.775,2.491
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,2.53470797,132.88117,1.187,20.143,3.28E+02,50.25,2117,4744.68,99.5,6440,3.874,2.254
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,0.530799654,131.68727,0.0126,3.487,3.19E+02,2.92,3102,21896.26,12.5,6534,4.128,1.622
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,0.56818769,132.06643,,2,,,,17741.94,,,,
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,1.0094779,131.6463,,3.72,,,,2573.87,,,,
FALSE POSITIVE,FALSE POSITIVE,1,0,0,0,0.91057795,131.5209695,,2.73,,,,,,,,
FALSE POSITIVE,FALSE POSITIVE,1,0,1,0,1.0429419,131.966,0.922,7.22,4.12E+02,2.49,1795,2448.03,40.9,5780,4.438,1
CANDIDATE,CANDIDATE,0,0,0,0,0.813998812,132.1244,0.045,0.675,1.83E+02,1.36,1933,3285.52,13.7,5705,4.424,0.989
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,6.12650913,133.2391,0.919,15.43,2.43E+03,9.08,1370,832.67,3.1,6881,4.252,1.534
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.720589427,131.9829699,0.64,4.329,7.00E+01,1.95,3927,56448.93,1.7,8497,4.07,2.211
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.573036404,120.5159138,0.9279,1.3176,4.17E+03,9.97,2376,7539.67,419.6,5745,4.29,1.196
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.643171495,131.8893076,1.214,2.31285,4.12E+04,54.03,2193,5486.36,641.4,5899,4.387,0.989
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,14.08677696,140.287018,0.603,10.1279,1.07E+05,65.6,1197,485.09,1856.9,7138,4.062,1.89
CANDIDATE,CANDIDATE,0,0,0,0,14.7639145,133.532,0.016,3.14,1.63E+02,0.93,632,37.74,7.7,5541,4.613,0.733
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.872620976,132.727701,1.242,1.7626,1.53E+03,31.43,1550,1362.23,181.9,6031,4.427,1.004
CANDIDATE,CANDIDATE,0,0,0,0,1.118510435,131.60882,0.251,1.111,7.27E+01,0.75,1684,1898.51,9.9,5918,4.544,0.865
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,17.52782681,144.5700534,0.567,5.78491,3.48E+05,49.36,554,22.31,2450.1,5079,4.579,0.732
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,27.46721731,143.6727101,1.076,4.17961,7.18E+04,38.87,527,18.22,1986.1,5503,4.536,0.742
FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,40.879068,163.4056,0.988,6.562,4.99E+02,3.35,533,19.12,12.2,6072,4.51,0.923
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0.566802325,131.79626,0.3857,1.842,2.88E+02,1.4,1889,3012,70.3,5233,4.489,0.824
CANDIDATE,CANDIDATE,0,0,0,0,2.64185268,131.9331,0.199,1.76,1.50E+02,3.56,2104,4636.69,7.9,5195,3.409,2.935
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.634946497,132.074576,0.442,2.40541,4.27E+05,52.75,1475,1123.92,541.4,4446,4.567,0.737
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,5.077746556,134.63539,1.211,3.1718,1.88E+04,54.93,1274,622.32,616.9,6174,4.235,1.271
FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,2.00383703,132.8086,0.268,3.473,4.23E+01,0.67,1518,1256.78,10.5,6045,4.439,1.028
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,5.321224925,135.125071,1.003,7.48973,9.89E+04,40.62,958,199.25,1203.4,5787,4.544,0.758
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,2.340534383,132.74718,0.71,4.43017,2.41E+05,69.55,1581,1476.77,881.5,6300,4.349,1.136
FALSE POSITIVE,FALSE POSITIVE,1,0,1,1,0.580724809,131.72956,0.292,1.82,6.42E+01,0.75,2191,5418.89,16.9,5989,4.492,0.933
